166,1,1200.16,467.00,76.63,160.00,1,-1,-1,-1
166,2,1301.29,462.89,49.26,157.77,1,-1,-1,-1
166,3,1017.01,459.27,56.54,161.38,1,-1,-1,-1
166,4,860.89,459.29,58.12,171.48,1,-1,-1,-1
166,5,2048.59,644.08,44.76,125.39,1,-1,-1,-1
166,7,851.66,462.92,55.65,168.28,1,-1,-1,-1
166,9,1613.82,430.20,53.93,165.37,1,-1,-1,-1
166,18,700.68,460.02,71.31,198.84,1,-1,-1,-1
166,19,859.55,457.81,64.06,174.04,1,-1,-1,-1
166,22,1289.52,446.73,58.52,171.98,1,-1,-1,-1
166,32,184.70,463.32,37.41,74.80,1,-1,-1,-1
166,34,943.90,461.14,61.81,167.51,1,-1,-1,-1
166,42,495.16,467.15,39.01,82.65,1,-1,-1,-1
166,44,1243.05,457.07,50.43,155.91,1,-1,-1,-1
166,45,923.84,472.10,68.46,153.01,1,-1,-1,-1
166,49,1490.51,500.73,55.20,79.31,1,-1,-1,-1
166,53,1703.15,499.06,59.60,110.01,1,-1,-1,-1
