402,3,2140.34,464.13,-66.79,-184.88,1,-1,-1,-1
402,42,1230.19,444.18,125.73,303.31,1,-1,-1,-1
402,45,1260.37,453.89,67.45,166.87,1,-1,-1,-1
402,58,1237.63,463.81,68.45,153.00,1,-1,-1,-1
402,62,2084.42,421.28,2.54,6.51,1,-1,-1,-1
402,77,1733.89,475.42,-5.07,-12.15,1,-1,-1,-1
402,82,657.04,464.42,29.03,84.58,1,-1,-1,-1
402,92,1610.75,451.25,189.11,317.76,1,-1,-1,-1
402,98,1239.47,488.22,48.97,133.82,1,-1,-1,-1
402,103,2070.81,472.57,-11.88,-42.54,1,-1,-1,-1
402,105,1609.39,438.16,47.45,159.63,1,-1,-1,-1
402,107,1779.53,468.86,19.63,58.63,1,-1,-1,-1
402,112,866.48,463.15,57.47,118.74,1,-1,-1,-1
402,114,1801.63,508.34,240.31,219.50,1,-1,-1,-1
402,115,1401.90,482.16,55.10,131.47,1,-1,-1,-1
402,116,1648.48,468.33,48.67,129.78,1,-1,-1,-1
402,117,334.66,457.07,28.95,52.80,1,-1,-1,-1
402,118,1738.30,596.20,157.26,146.79,1,-1,-1,-1
402,122,837.87,463.92,84.83,117.48,1,-1,-1,-1
