266,1,1415.79,461.57,48.97,135.35,1,-1,-1,-1
266,2,1351.56,462.16,19.03,55.29,1,-1,-1,-1
266,3,1285.92,444.13,82.37,222.22,1,-1,-1,-1
266,9,1613.17,429.29,47.83,162.44,1,-1,-1,-1
266,19,546.20,463.37,46.13,123.85,1,-1,-1,-1
266,32,142.49,446.86,44.11,97.80,1,-1,-1,-1
266,34,657.40,465.11,14.97,44.70,1,-1,-1,-1
266,42,673.38,464.46,62.14,168.32,1,-1,-1,-1
266,45,1188.87,448.14,106.40,230.73,1,-1,-1,-1
266,53,1210.95,362.67,52.51,121.82,1,-1,-1,-1
266,58,1065.75,437.08,108.44,301.08,1,-1,-1,-1
266,62,1204.14,442.96,102.24,235.36,1,-1,-1,-1
266,67,1415.28,482.54,48.99,109.03,1,-1,-1,-1
266,68,1305.14,460.01,63.81,164.76,1,-1,-1,-1
266,72,1176.26,499.89,73.49,172.18,1,-1,-1,-1
266,74,1734.29,542.02,186.81,149.78,1,-1,-1,-1
266,75,1384.91,340.03,130.26,248.34,1,-1,-1,-1
266,76,1304.46,462.48,56.42,153.94,1,-1,-1,-1
266,77,1061.49,487.05,49.10,172.01,1,-1,-1,-1
266,78,554.50,464.90,30.89,81.92,1,-1,-1,-1
266,80,894.98,474.49,61.41,103.18,1,-1,-1,-1
