449,42,1664.06,457.09,207.25,367.57,1,-1,-1,-1
449,45,1226.14,475.26,56.49,154.15,1,-1,-1,-1
449,58,1194.92,453.82,82.81,175.12,1,-1,-1,-1
449,82,670.53,462.22,33.42,89.98,1,-1,-1,-1
449,92,1235.90,459.26,130.31,261.28,1,-1,-1,-1
449,105,1503.99,466.05,47.32,130.43,1,-1,-1,-1
449,112,832.44,467.03,52.86,118.91,1,-1,-1,-1
449,116,1499.80,462.67,46.36,129.35,1,-1,-1,-1
449,122,826.04,448.88,89.80,144.24,1,-1,-1,-1
449,125,1044.51,501.68,102.36,102.53,1,-1,-1,-1
449,130,1269.90,433.83,114.91,289.15,1,-1,-1,-1
449,131,184.33,447.00,37.33,92.54,1,-1,-1,-1
449,132,1732.11,523.24,174.12,168.89,1,-1,-1,-1
449,133,1432.64,725.74,0.18,0.27,1,-1,-1,-1
449,135,1608.68,434.54,53.50,173.75,1,-1,-1,-1
449,137,292.90,468.94,33.92,86.83,1,-1,-1,-1
449,140,237.58,466.58,25.18,64.70,1,-1,-1,-1
