271,1,1436.88,461.11,47.88,132.37,1,-1,-1,-1
271,2,1365.22,462.18,12.13,35.23,1,-1,-1,-1
271,3,1306.99,441.16,83.01,225.44,1,-1,-1,-1
271,9,1610.45,427.56,49.05,166.21,1,-1,-1,-1
271,19,529.94,469.41,40.78,109.77,1,-1,-1,-1
271,32,141.32,446.47,44.61,98.92,1,-1,-1,-1
271,34,656.13,465.21,12.43,37.11,1,-1,-1,-1
271,42,683.43,463.69,64.51,172.20,1,-1,-1,-1
271,45,1198.62,444.50,109.45,237.34,1,-1,-1,-1
271,58,1087.87,436.50,103.15,302.76,1,-1,-1,-1
271,62,1238.39,441.52,85.45,235.82,1,-1,-1,-1
271,67,1391.61,483.87,48.94,108.91,1,-1,-1,-1
271,68,1307.89,459.63,64.15,165.64,1,-1,-1,-1
271,72,1190.69,491.48,78.62,184.19,1,-1,-1,-1
271,74,1734.40,541.26,187.72,150.50,1,-1,-1,-1
271,75,1357.43,314.59,144.14,274.80,1,-1,-1,-1
271,76,1308.68,463.39,55.65,151.84,1,-1,-1,-1
271,77,1083.52,498.35,40.30,141.16,1,-1,-1,-1
271,78,530.51,466.84,29.53,72.20,1,-1,-1,-1
271,80,892.74,472.63,62.99,105.83,1,-1,-1,-1
