172,1,1200.88,473.71,77.70,154.21,1,-1,-1,-1
172,2,1276.93,468.77,51.49,152.22,1,-1,-1,-1
172,3,1036.71,448.34,63.32,175.83,1,-1,-1,-1
172,4,851.04,448.07,63.22,186.53,1,-1,-1,-1
172,7,812.88,462.65,55.94,169.20,1,-1,-1,-1
172,9,1616.82,431.96,53.60,166.78,1,-1,-1,-1
172,18,718.89,450.34,70.03,205.50,1,-1,-1,-1
172,19,830.08,464.44,77.33,167.20,1,-1,-1,-1
172,32,186.24,462.88,37.25,75.78,1,-1,-1,-1
172,34,958.08,445.41,67.59,185.37,1,-1,-1,-1
172,42,503.33,469.99,40.08,75.84,1,-1,-1,-1
172,44,1238.80,457.13,50.94,157.49,1,-1,-1,-1
172,45,932.73,475.73,68.25,152.54,1,-1,-1,-1
172,49,1462.46,496.53,57.46,86.11,1,-1,-1,-1
172,53,1677.58,511.40,49.44,100.00,1,-1,-1,-1
