96,-1,1429.29,456.09,179.82,268.29,0.866690,-1,-1,-1
96,-1,1250.29,458.68,89.37,210.49,0.602498,-1,-1,-1
96,-1,582.30,459.02,55.13,156.41,0.552178,-1,-1,-1
96,-1,669.15,462.46,27.54,84.85,0.539959,-1,-1,-1
96,-1,893.85,455.26,49.17,148.81,0.533473,-1,-1,-1
96,-1,831.20,458.14,52.79,147.15,0.520195,-1,-1,-1
96,-1,1200.04,461.68,72.74,165.41,0.482686,-1,-1,-1
96,-1,1620.42,434.51,48.28,155.87,0.384916,-1,-1,-1
96,-1,161.38,449.28,47.14,90.98,0.346444,-1,-1,-1
96,-1,1294.32,453.42,56.46,212.69,0.272301,-1,-1,-1
