238,-1,609.17,461.41,59.75,160.06,0.753726,-1,-1,-1
238,-1,917.50,442.31,91.98,260.01,0.743686,-1,-1,-1
238,-1,1192.00,449.92,102.06,198.15,0.628239,-1,-1,-1
238,-1,1126.78,453.05,66.12,211.65,0.616044,-1,-1,-1
238,-1,664.23,464.63,26.85,84.01,0.328066,-1,-1,-1
238,-1,1275.94,461.67,61.59,159.09,0.325216,-1,-1,-1
238,-1,149.81,449.01,38.41,91.54,0.276344,-1,-1,-1
238,-1,1737.29,551.48,180.28,141.72,0.260396,-1,-1,-1
238,-1,1603.15,433.96,53.50,168.29,0.259887,-1,-1,-1
238,-1,1285.38,463.61,70.41,154.99,0.258632,-1,-1,-1
