164,-1,691.95,452.64,70.38,205.88,0.656230,-1,-1,-1
164,-1,1723.84,493.06,42.59,116.34,0.643257,-1,-1,-1
164,-1,1010.99,460.97,57.34,159.06,0.536769,-1,-1,-1
164,-1,870.93,461.11,59.63,168.35,0.520655,-1,-1,-1
164,-1,1197.25,463.75,81.60,162.72,0.471851,-1,-1,-1
164,-1,1613.98,429.73,52.12,164.50,0.442136,-1,-1,-1
164,-1,491.83,466.66,42.29,87.41,0.322551,-1,-1,-1
164,-1,942.50,467.63,54.87,159.94,0.288349,-1,-1,-1
164,-1,925.02,471.76,59.77,153.49,0.267642,-1,-1,-1
164,-1,870.57,463.28,41.47,169.23,0.265094,-1,-1,-1
