38,-1,1142.83,450.65,74.14,219.64,0.723782,-1,-1,-1
38,-1,670.69,462.85,26.42,84.64,0.557124,-1,-1,-1
38,-1,803.26,456.91,50.12,134.47,0.511102,-1,-1,-1
38,-1,1278.63,466.78,65.29,156.94,0.505598,-1,-1,-1
38,-1,1219.96,473.28,72.09,155.03,0.496086,-1,-1,-1
38,-1,756.16,467.54,45.45,125.07,0.469727,-1,-1,-1
38,-1,1624.48,434.27,47.58,155.58,0.431944,-1,-1,-1
38,-1,1800.30,435.57,99.21,276.29,0.335392,-1,-1,-1
38,-1,906.52,467.93,63.10,110.98,0.302786,-1,-1,-1
38,-1,1830.23,437.89,67.67,268.12,0.253963,-1,-1,-1
