171,-1,717.59,450.12,66.64,206.78,0.759871,-1,-1,-1
171,-1,826.29,468.98,91.97,163.22,0.647617,-1,-1,-1
171,-1,1617.39,432.18,52.63,165.86,0.581862,-1,-1,-1
171,-1,953.08,445.49,72.65,184.96,0.562728,-1,-1,-1
171,-1,1686.74,512.58,42.40,97.68,0.533067,-1,-1,-1
171,-1,1032.27,450.96,62.30,176.21,0.529028,-1,-1,-1
171,-1,185.30,462.67,37.47,76.50,0.354191,-1,-1,-1
171,-1,497.92,469.86,47.29,76.68,0.343519,-1,-1,-1
171,-1,1196.83,477.67,84.07,151.06,0.311373,-1,-1,-1
171,-1,1275.47,466.51,54.47,154.69,0.300015,-1,-1,-1
