209,-1,812.42,444.68,108.43,242.99,0.687897,-1,-1,-1
209,-1,1120.61,452.58,63.62,194.88,0.680538,-1,-1,-1
209,-1,550.36,463.95,52.75,130.01,0.676074,-1,-1,-1
209,-1,1025.11,445.81,86.59,207.39,0.581109,-1,-1,-1
209,-1,1468.08,500.06,44.81,105.60,0.580445,-1,-1,-1
209,-1,695.39,466.64,60.94,145.24,0.519142,-1,-1,-1
209,-1,1204.15,465.41,77.09,164.30,0.401099,-1,-1,-1
209,-1,1612.87,430.79,49.19,162.55,0.384603,-1,-1,-1
209,-1,668.85,463.10,34.00,89.04,0.334724,-1,-1,-1
209,-1,1725.87,492.11,61.52,93.90,0.329498,-1,-1,-1
